VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesToPurchaseRatio
12546,JIM BEAM BRANDS COMPANY,1366,Red Stag by Jim Beam,0.93,1.29,50,54506,50690.58,54187,69901.23,13650.78,2834.95,123880.97,19210.65,27.4825636115416,0.994147433310094,1.37897869781723
17035,PERNOD RICARD USA,1880,The Glenlivet Nadurra 16 Yr,46.71,63.99,750,1085,50680.35,1162,81684.38,69598.11,916.69,123780.22,31004.03,37.955885813175,1.07096774193548,1.61175643025354
660,SAZERAC NORTH AMERICA INC.,8118,Mr Boston Blackberry Brandy,4.54,6.99,750,11159,50661.86,11081,69280.19,44640.97,8731.26,17932.33,18618.33,26.8739592082528,0.993010126355408,1.36750190379903
10754,PERFECTA WINES,10443,Charles Smith Kung Fu Girl R,6.5,11.99,750,7791,50641.5,7541,86163.09,40685.17,840.57,28720.52,35521.59,41.2259936360221,0.967911692979078,1.70143242202541
1392,CONSTELLATION BRANDS INC,42413,R M Woodbridge Rsl,5.84,8.99,1500,8670,50632.8,8362,84854.38,45530.86,1868.85,79528.99,34221.58,40.3297743734619,0.964475201845444,1.67587769193092
9815,WINE GROUP INC,41714,Fish Eye Pnt Grigio,3.22,4.99,750,15720,50618.4,15667,84071.33,36680.22,1747.38,27100.41,33452.93,39.791127367677,0.996628498727735,1.66088477707711
9165,ULTRA BEVERAGE COMPANY LLP,37821,Frescobaldi Sangiovese Remo,4.6,10.99,750,11000,50600,11171,79406.29,22294.04,1251.85,68054.7,28806.29,36.277088376752,1.01554545454545,1.5692942687747
3252,E & J GALLO WINERY,28890,Peter Vella Wh Znfdl Cal,9.99,14.99,5000,5063,50579.37,5013,75144.87,48102.91,3759.75,61966.91,24565.5,32.6908543457458,0.990124432154849,1.48568220600612
5270,MANGO BOTTLING INC,7917,Tooters Ala-Bama Slama 15 Pk,6.92,9.99,375,7300,50516,6824,62041.76,29409.67,2681.25,1034.42,11525.76,18.5774226907812,0.934794520547945,1.22816058278565
12546,JIM BEAM BRANDS COMPANY,1484,Knob Creek Rye,46.82,60.99,1750,1077,50425.14,652,36883.48,33143.14,1199.12,123880.97,-13541.66,-36.7147026256741,0.605385329619313,0.731450225026644
17035,PERNOD RICARD USA,8131,Lillet White French Aperiti,10.38,17.99,750,4853,50374.14,4821,86729.79,55103.37,534.79,123780.22,36355.65,41.9182958934871,0.99340614053163,1.72171256918729
3252,E & J GALLO WINERY,35862,Allegrini Palazzo Della Tor,13.6,19.99,750,3702,50347.2,3379,67061.21,34456.65,376.2,61966.91,16714.01,24.9235139061762,0.912749864937872,1.33197496583723
653,STATE WINE & SPIRITS,2810,Bib & Tucker Bourbon,43.74,59.99,750,1151,50344.74,1005,56269.95,42160.47,792.23,8014.98,5925.21000000001,10.5299720365844,0.873153779322328,1.11769273215037
4425,MARTIGNETTI COMPANIES,211,Cold River Gin,19.83,24.99,750,2534,50249.22,2492,70184.08,54607.63,1964.98,144929.24,19934.86,28.403677871107,0.983425414364641,1.39671978987933
9819,TREASURY WINE ESTATES,33037,Beringer Fndrs Est Cab Svgn,10.88,15.99,1500,4615,50211.2,4519,82337.81,50220.66,1008.05,14836.57,32126.61,39.0180525811896,0.97919826652221,1.63982955993882
8892,TRINCHERO FAMILY ESTATES,14054,Seaglass Rsl,6.07,8.99,750,8271,50204.97,8254,74203.46,37128.7,919.11,11595.97,23998.49,32.3414703303593,0.997944625800991,1.47801024480246
4425,MARTIGNETTI COMPANIES,2259,Redemption Rye Whiskey,22.89,29.99,750,2193,50197.77,1655,43224.45,32709.48,1304.6,144929.24,-6973.32000000001,-16.1328137200127,0.754673962608299,0.861083072016944
480,BACARDI USA INC,5230,Bacardi Party Drinks Bahama,9.92,12.99,1750,5047,50066.24,5047,72655.53,51046.89,9276.59,89286.27,22589.29,31.0909438001484,1,1.4511880660501
12546,JIM BEAM BRANDS COMPANY,8819,Leroux Blackberry Brandy,5.1,6.99,750,9810,50031,9839,73185.61,45973.4,7751.51,123880.97,23154.61,31.6382004604457,1.00295616717635,1.46280526073834
3252,E & J GALLO WINERY,17876,Darkhorse Cab Svgn,5.33,7.99,750,9368,49931.44,9179,73340.21,32511.31,1023.94,61966.91,23408.77,31.9180569567499,0.979824935952178,1.46881824357559
7153,PINE STATE TRADING CO,22963,Phillipine de St-Cyrille CdP,16.55,24.99,750,3014,49881.7,2788,70569.12,42448.23,309.44,15884.82,20687.42,29.3151168669809,0.925016589250166,1.41472965035273
480,BACARDI USA INC,4204,Bacardi Coco Rum,7.74,11.99,750,6438,49830.12,6521,72356.79,42292.85,5138.19,89286.27,22526.67,31.132765839944,1.01289220254738,1.45206935082637
7153,PINE STATE TRADING CO,25832,Dry Creek Fume Bl Sonoma,6.53,11.99,750,7630,49823.9,7243,78827.57,40070.6,806.09,15884.82,29003.67,36.7938146513967,0.949279161205767,1.58212363945817
480,BACARDI USA INC,8154,Cazadores Reposado Tequila,16.05,21.99,750,3104,49819.2,3019,67818.81,46834.17,2379.54,89286.27,17999.61,26.5407340529862,0.972615979381443,1.36129865593988
9552,M S WALKER INC,31356,Justin Isosceles Paso Roble,54.41,79.99,750,915,49785.15,497,39755.03,24076.99,55.23,55551.82,-10030.12,-25.2298136864694,0.543169398907104,0.798531891537939
9165,ULTRA BEVERAGE COMPANY LLP,6126,Sogno di Sorrento Crema Lem,18.11,28.99,750,2747,49748.17,2638,74619.62,52829.4,2079.22,68054.7,24871.45,33.3309791714297,0.960320349472151,1.49994703322755
9819,TREASURY WINE ESTATES,19735,Beringer Quantum Red Napa Vl,41.93,64.99,750,1185,49687.05,1032,31159.68,8392.26,115.61,14836.57,-18527.37,-59.4594360404215,0.870886075949367,0.627118736169686
9165,ULTRA BEVERAGE COMPANY LLP,5962,Vermont Ice Maple Creme,17.26,23.99,750,2874,49605.24,2589,62893.11,46126.03,2040.95,68054.7,13287.87,21.127703813661,0.900835073068894,1.2678723054258
12546,JIM BEAM BRANDS COMPANY,8103,Sauza Gold Tequila,0.77,0.99,50,64416,49600.32,63538,62902.62,11432.52,3327.52,123880.97,13302.3,21.1474498200552,0.986369846000994,1.26818980200128
17035,PERNOD RICARD USA,5875,Malibu Light Bl Hawaiian RTD,12.22,16.99,1750,4056,49564.32,4027,73573.73,55167.87,7402.97,123780.22,24009.41,32.6331286996051,0.992850098619329,1.48440914754807
1128,BROWN-FORMAN CORP,1982,Herradura Silver Tequila,15.82,21.99,375,3133,49564.06,2491,44534.09,35296.35,975.24,68601.68,-5029.97,-11.2946509067548,0.795084583466326,0.898515779377234
9625,WESTERN SPIRITS BEVERAGE CO,1226,Lexington Bourbon,19.99,29.99,750,2475,49475.25,2472,61932.28,51293.53,1949.79,1933.19,12457.03,20.1139534988862,0.998787878787879,1.2517830632488
17035,PERNOD RICARD USA,6232,Avion Reserva 44 Extra Anejo,105.26,139.99,750,470,49472.2,289,37427.11,35107.29,228.15,123780.22,-12045.09,-32.1827947709561,0.614893617021277,0.756528110736939
3960,DIAGEO NORTH AMERICA INC,1068,Capt Morgan Jack O Blast,11.44,14.99,750,4318,49397.92,4313,64651.87,18692.53,3395.77,257032.07,15253.95,23.5939811176382,0.998842056507643,1.30879741495188
1392,CONSTELLATION BRANDS INC,29212,R Mondavi Merlot Pvt Sel,4.59,7.99,750,10761,49392.99,10248,85846.59,40722.01,1141.6,79528.99,36453.6,42.4636552249775,0.952327850571508,1.73803185431779
10754,PERFECTA WINES,33731,Hopler Gruner Veltliner,7.48,12.99,750,6585,49255.8,5734,71124.66,33288.37,639.09,28720.52,21868.86,30.7472260675833,0.870766894457099,1.44398547988257
1128,BROWN-FORMAN CORP,5197,Southern Comfort,5.75,8.99,375,8555,49191.25,8679,72706.21,42506.68,3406.38,68601.68,23514.96,32.3424367739702,1.01449444769141,1.47803135720275
9819,TREASURY WINE ESTATES,35959,Stags Leap Winery Cab Svgn,32.46,49.99,750,1512,49079.52,1308,71526.92,45351.75,145.09,14836.57,22447.4,31.3831491695714,0.865079365079365,1.45736796121885
1392,CONSTELLATION BRANDS INC,27835,Wild Horse CC Pnt Nr,9.14,14.99,750,5365,49036.1,6446,106295.54,54032.26,717.29,79528.99,57259.44,53.8681491246011,1.20149114631873,2.16769971510785
3252,E & J GALLO WINERY,8361,Carlo Rossi Chablis Calif,10.06,14.99,4000,4873,49022.38,4892,73331.08,47997.98,2935.2,61966.91,24308.7,33.1492458586455,1.00389903550174,1.49586943759157
17035,PERNOD RICARD USA,290,Aberlour A'Bunadh Sngle Malt,39.05,49.99,750,1254,48968.7,874,63976.26,55222.48,689.57,123780.22,15007.56,23.4580139570522,0.696969696969697,1.30647250182259
1590,DIAGEO CHATEAU ESTATE WINES,39348,Sterling Vintners Cltn Pnt N,6.5,9.95,750,7529,48938.5,9955,109708.45,54299.18,1108.49,7259.75,60769.95,55.3922236618966,1.32222074644707,2.24176159874128
8892,TRINCHERO FAMILY ESTATES,6861,Sutter Home Clsc Wh Znfdl,4.13,5.99,187,11838,48890.94,11844,70945.56,35940,342.27,11595.97,22054.62,31.0866811115452,1.00050684237202,1.45109830164853
516,BANFI PRODUCTS CORP,8232,Riunite Lambrusco,6.24,8.99,1500,7826,48834.24,7754,65995.46,39132.19,1731.41,8510.41,17161.22,26.0036372198936,0.990799897776642,1.35141777572457
10754,PERFECTA WINES,14551,Cava Mistinguett Brut,5.29,15.99,750,9224,48794.96,10814,86403.86,22523.81,1212.2,28720.52,37608.9,43.5268748410083,1.17237640936687,1.77075378276773
8112,MOET HENNESSY USA INC,1086,Hennessy VSOP Privilege VAP,37.29,46.99,750,1308,48775.32,1068,50185.32,19171.92,841.12,48347.26,1410,2.80958654841695,0.81651376146789,1.02890806252014
9552,M S WALKER INC,11460,Freemark Abbey Cab Svgn Napa,27.02,39.99,750,1805,48771.1,1665,67475.35,38642.47,184.97,55551.82,18704.25,27.7201229782432,0.922437673130194,1.3835109316788
4380,CHARLES JACQUIN ET CIE INC,5137,Irish Manor Irish Cream,6.61,9.99,750,7371,48722.31,7025,69375.75,48093.38,5535.89,1675.39,20653.44,29.7704024821353,0.95305928639262,1.42390108350774
4425,MARTIGNETTI COMPANIES,14363,Educated Guess Cab Svgn Napa,13.51,20.99,750,3606,48717.06,3550,85683.5,46190.9,394.79,144929.24,36966.44,43.143008864017,0.984470327232391,1.75879866313772
7153,PINE STATE TRADING CO,45496,Conquista Malbec Mendoza,5.29,8.99,750,9209,48715.61,9149,73048.91,35698.95,1019.42,15884.82,24333.3,33.3109693217873,0.99348463459659,1.4994969784839
7153,PINE STATE TRADING CO,39691,Smith & Hook Lucia Cab Svgn,13.79,21.99,750,3532,48706.28,3365,73005.35,40736.24,373.88,15884.82,24299.07,33.2839579565059,0.952718006795017,1.49888987621309
7153,PINE STATE TRADING CO,2030,Glen Moray 12 Yr Scotch,23.48,30.99,750,2073,48674.04,2023,62073.77,50890.44,1595.33,15884.82,13399.73,21.5867829519618,0.975880366618427,1.27529520869852
3960,DIAGEO NORTH AMERICA INC,3547,Ketel One Vodka,2.2,2.79,50,22113,48648.6,21498,59979.42,15163.65,1122.03,257032.07,11330.82,18.8911796746284,0.972188305521639,1.23291153291153
10754,PERFECTA WINES,3703,OuterSpace Vodka,4.64,5.99,50,10480,48627.2,9710,58162.9,14513.77,506.26,28720.52,9535.7,16.3948152516467,0.926526717557252,1.19609806857068
6785,PALM BAY INTERNATIONAL INC,6651,Rocca Delle Macie Chianti C,7.79,12.99,750,6239,48601.81,6276,78422.24,45447.67,697.26,13605.41,29820.43,38.025475936418,1.00593043757012,1.61356624372631
516,BANFI PRODUCTS CORP,18142,Banfi Brunello Montalcino,40.4,59.99,750,1203,48601.2,1887,111974.13,59779.41,209.78,8510.41,63372.93,56.5960458902427,1.56857855361596,2.30393755709736
12546,JIM BEAM BRANDS COMPANY,3919,Hornitos Reposado Tequila,8.45,12.99,375,5750,48587.5,5572,66193.28,53764.33,2181.4,123880.97,17605.78,26.5975337677782,0.96904347826087,1.36235204527914
6213,MHW LTD,5259,Blue Chair Bay Coconut Rum,13.38,16.99,750,3631,48582.78,3554,61308.46,42267.52,2800.62,9621.58,12725.68,20.756809092905,0.978793720738089,1.26193807764809
5270,MANGO BOTTLING INC,7849,Tooters Apple-tini 15 Pk,7.8,9.99,375,6224,48547.2,5863,53213.37,27990.18,2302.61,1034.42,4666.17000000001,8.76879250459049,0.941998714652956,1.09611615087997
12546,JIM BEAM BRANDS COMPANY,8694,Skinnygirl Cosmopolitan,7.99,9.99,750,6067,48475.33,6095,66501.05,42564.23,4801.69,123880.97,18025.72,27.1059178764847,1.00461513103676,1.37185347680975
4425,MARTIGNETTI COMPANIES,19940,Bogle Petite Sirah,6.57,10.99,750,7376,48460.32,7384,82941.16,45477.73,820.73,144929.24,34480.84,41.5726522271934,1.00108459869848,1.71152728665432
3252,E & J GALLO WINERY,31488,Barefoot Chard Cal,3.44,6.29,750,14081,48438.64,14227,83466.23,30052.05,1590.43,61966.91,35027.59,41.9661820115752,1.01036858177686,1.72313322587092
12546,JIM BEAM BRANDS COMPANY,8619,Canadian Club,4.4,6.99,375,10995,48378,11003,70083.97,49531.61,4314.44,123880.97,21705.97,30.9713761934434,1.00072760345612,1.44867439745339
9552,M S WALKER INC,4878,Allens Coffee Brandy,4.92,6.99,750,9830,48363.6,9834,69339.16,40627.87,7746.55,55551.82,20975.56,30.2506693187515,1.00040691759919,1.4337055140643
2561,EDRINGTON AMERICAS,2532,The Macallan 12 Yr Old,96.89,134.99,1750,499,48348.11,635,89686.65,62402.57,1167.35,9654.5,41338.54,46.0921887482697,1.27254509018036,1.85501873806443
3960,DIAGEO NORTH AMERICA INC,1891,Oban 18 Yr Single Malt,79.99,99.99,750,603,48233.97,554,56854.46,43165.8,436.76,257032.07,8620.49,15.1623812802021,0.918739635157546,1.17872238175709
10754,PERFECTA WINES,13638,Charles Smith Velvet Dev Mer,8.27,11.99,750,5827,48189.29,5550,65347.5,34670.04,617.61,28720.52,17158.21,26.2568728719538,0.952462673760082,1.35605857650113
4425,MARTIGNETTI COMPANIES,24503,Far Niente Chard Napa,47.29,69.99,750,1019,48188.51,877,60369.23,28861.81,97.78,144929.24,12180.72,20.1770338962415,0.860647693817468,1.25277228949391
8352,LUXCO INC,3887,Wolfschmidt Vodka 80 Proof,8.65,10.99,1750,5570,48180.5,6669,79360.31,49005.48,12257.01,10261.6,31179.81,39.2889216284563,1.19730700179533,1.64714583700875
3960,DIAGEO NORTH AMERICA INC,2591,Cardhu Scotch,29.4,43.99,750,1637,48127.8,1607,66515.93,54802.77,1267.49,257032.07,18388.13,27.6447010513121,0.98167379352474,1.38206878353052
3252,E & J GALLO WINERY,35664,Redwood Creek Cab Svgn Cal,6.5,9.99,1500,7389,48028.5,7990,80207.1,42669.49,1786.71,61966.91,32178.6,40.1193909267384,1.08133712275003,1.66998969361941
8004,SAZERAC CO INC,5218,Chila Orchata Cinnamon Cream,10.68,13.99,750,4490,47953.2,4667,65291.33,44809.97,3677.88,50293.62,17338.13,26.5550265249613,1.03942093541203,1.36156356614366
1128,BROWN-FORMAN CORP,16828,Korbel Organic Brut,8.66,12.99,750,5534,47924.44,5347,71140.53,34073.54,595.79,68601.68,23216.09,32.6341257227069,0.966208890495121,1.48443111698332
660,SAZERAC NORTH AMERICA INC.,7293,Chi Chi's Skinny Margarita,5.96,8.99,1750,8034,47882.64,7880,66192.2,41005.27,14479.88,17932.33,18309.56,27.6612047945226,0.98083146626836,1.38238409578085
9165,ULTRA BEVERAGE COMPANY LLP,2906,Usquaebach Old Rare Whisky,72.99,109.99,750,656,47881.44,556,55884.44,45775.45,438.65,68054.7,8002.99999999999,14.3206230571515,0.847560975609756,1.16714200742501
8112,MOET HENNESSY USA INC,942,Glenmorangie Nectar D'Or,45.45,64.99,750,1052,47813.4,990,62668.1,51741.82,780.83,48347.26,14854.7,23.703766350025,0.94106463878327,1.31068068784065
3664,WILLIAM GRANT & SONS INC,4197,Sailor Jerry Spiced Rum Trav,13.07,18.99,750,3656,47783.92,3501,60671.99,48526.06,2760.62,30234.42,12888.07,21.2422074832225,0.957603938730853,1.26971562818622
3960,DIAGEO NORTH AMERICA INC,3335,Tanqueray Sterling Vodka,8.14,10.99,750,5868,47765.52,6315,69401.85,30991.8,4977.53,257032.07,21636.33,31.1754369660175,1.07617586912065,1.45296963165061
12546,JIM BEAM BRANDS COMPANY,2800,Laphroaig 15 Yr Single Malt,59.69,81.99,750,800,47752,906,74140.94,63508.24,714.7,123880.97,26388.94,35.592939609344,1.1325,1.55262481152622
4425,MARTIGNETTI COMPANIES,33032,Rombauer El Dorado Znfdl,19.3,29.99,750,2469,47651.7,2780,79686.36,36721.37,309.84,144929.24,32034.66,40.2009327568733,1.12596192790603,1.67226688659586
5270,MANGO BOTTLING INC,7931,Tooters Blu-D Kamikazi 15 Pk,6.47,9.99,375,7362,47632.14,6925,63035.75,29000.13,2721.01,1034.42,15403.61,24.4363079680975,0.940641130127683,1.32338689800626
4425,MARTIGNETTI COMPANIES,43877,Duckhorn Svgn Bl Napa,17.64,27.99,750,2700,47628,2301,62877.99,32039.3,255.98,144929.24,15249.99,24.2533038985502,0.852222222222222,1.32018959435626
653,STATE WINE & SPIRITS,13303,Plungerhead Znfdl Lodi,8.96,12.99,750,5311,47586.56,4977,70100.23,40369.36,552.7,8014.98,22513.67,32.1163996180897,0.937111655055545,1.47310984446028
8352,LUXCO INC,6495,Exotico Blanco Tequila,11.02,13.99,750,4317,47573.34,3907,54131.93,40965.52,3080.24,10261.6,6558.59,12.1159360104101,0.905026638869585,1.13786271890937
6359,OLE SMOKY DISTILLERY LLC,1715,Ole Smoky Apple Pie Moonshne,13.76,19.99,750,3455,47540.8,3462,65401.38,47699.8,2728.73,1922,17860.58,27.3091791029486,1.00202604920405,1.37568951300777
9552,M S WALKER INC,5333,Jenkins Amaretto,8.65,12.99,1750,5488,47471.2,5479,70351.21,45415.81,10069.57,55551.82,22880.01,32.5225536277201,0.998360058309038,1.48197665110636
4425,MARTIGNETTI COMPANIES,41990,Heitz Cab Svgn Napa,35.48,54.99,750,1337,47436.76,1224,66262.76,39077.8,135.81,144929.24,18826,28.411131682411,0.915482423335827,1.39686521592115
9165,ULTRA BEVERAGE COMPANY LLP,5833,Patron Roca Silver Tequila,50.77,64.99,750,934,47419.18,894,60981.06,53972.09,705.52,68054.7,13561.88,22.2394953449481,0.957173447537473,1.28599988443495
3960,DIAGEO NORTH AMERICA INC,5872,Godiva Chocolate Liqueur,2.32,2.99,50,20416,47365.12,19931,59593.69,24227.97,1029.37,257032.07,12228.57,20.51990739288,0.976244122257053,1.25817669204681
7245,PROXIMO SPIRITS INC.,3791,Jose Cuervo Especial Silver,6.56,10.99,375,7217,47343.52,7109,74423.91,56156.58,2785.79,38994.78,27080.39,36.3866800333388,0.985035333240959,1.5719978151181
8352,LUXCO INC,7994,Stock Italian Sweet Vermouth,7.93,9.99,1500,5969,47334.17,6020,58873.8,36811.42,9466.9,10261.6,11539.63,19.6006203098832,1.00854414474786,1.24379069074202
9815,WINE GROUP INC,24303,Cupcake Black Forest,4.99,8.99,750,9483,47320.17,8579,63883.71,25546.91,958.14,27100.41,16563.54,25.9276425868191,0.904671517452283,1.35003128686985
7245,PROXIMO SPIRITS INC.,3183,Jose Cuervo Tradicional Slvr,13.7,18.49,750,3446,47210.2,3451,66976.49,55898.77,2721.73,38994.78,19766.29,29.5122811004279,1.00145095763204,1.41868685157021
4425,MARTIGNETTI COMPANIES,29431,Clos du Val Cab Svgn Napa,19.86,34.99,750,2376,47187.36,3134,100738.66,51174.17,348.84,144929.24,53551.3,53.1586384015829,1.31902356902357,2.13486535377271
4425,MARTIGNETTI COMPANIES,26280,Chalone Estate Grown Chard,10.66,15.99,750,4420,47117.2,2572,41126.28,16277.82,287.06,144929.24,-5990.92000000001,-14.5671332296527,0.581900452488688,0.872850678733032
9552,M S WALKER INC,37401,Excelsior S Afr Cab Svgn,5.26,8.99,750,8946,47055.96,8491,69759.09,27244.86,948.25,55551.82,22703.13,32.5450489678119,0.949139280125196,1.48247087085249
1392,CONSTELLATION BRANDS INC,3875,Svedka Cucumber Lime Vodka,10.31,12.99,750,4564,47054.84,3565,40197.35,23117.56,2808.38,79528.99,-6857.49,-17.0595574086351,0.781113058720421,0.854266001116995
4380,CHARLES JACQUIN ET CIE INC,3524,Pravda Polish Vodka,14.7,19.99,750,3201,47054.7,3130,63161.2,46162.11,2467.43,1675.39,16106.5,25.5006238006878,0.977819431427679,1.3422931184345
1392,CONSTELLATION BRANDS INC,2830,Serpent's Bite Cider Whiskey,10.44,15.99,750,4507,47053.08,3774,52677.26,36957.6,2974.56,79528.99,5624.18,10.6766752864519,0.83736410028844,1.11952841344286
17035,PERNOD RICARD USA,5330,Kahlua White Russian RTD,11.42,15.99,1750,4119,47038.98,4072,67227.28,53193.82,7486.31,123780.22,20188.3,30.0299223767494,0.988589463462005,1.42918235046763
11567,CAMPARI AMERICA,178,Wild Turkey Russell's RSV,20.76,29.99,750,2257,46855.32,2509,71658.91,59336.23,1979.21,20964.81,24803.59,34.6134067626761,1.1116526362428,1.52936550214575
12546,JIM BEAM BRANDS COMPANY,2183,McClelland Highland Single,14.61,18.99,750,3207,46854.27,3098,62414.02,53232.6,2443.71,123880.97,15559.75,24.9298955587222,0.966011849080137,1.33208819601714
2000,SOUTHERN WINE & SPIRITS NE,2167,Old Beezer 10 Yr SB Bourbon,25.55,34.49,750,1833,46833.15,895,31316.05,28866.75,706.43,19016.59,-15517.1,-49.5499911387292,0.488270594653573,0.668672724341626
660,SAZERAC NORTH AMERICA INC.,5410,Raspberry di Amore,6.15,9.99,750,7611,46807.65,7581,68417.69,47810.11,5973.34,17932.33,21610.04,31.5854569191097,0.996058336618053,1.46167752493449
12546,JIM BEAM BRANDS COMPANY,2826,Bowmore Small Batch Sngl Mlt,29.59,36.99,750,1576,46633.84,1555,59392.45,51031.64,1226.7,123880.97,12758.61,21.4818718540825,0.986675126903553,1.27359123760771
3252,E & J GALLO WINERY,39593,Redwood Creek Pnt Nr Cal,6.33,9.99,1500,7366,46626.78,7813,78384.87,45033.11,1745.68,61966.91,31758.09,40.5155867452482,1.06068422481673,1.68111265671788
6785,PALM BAY INTERNATIONAL INC,1817,Irishman Founders RSV Whisky,16.79,21.99,750,2775,46592.25,2772,60188.28,50551.73,2186.52,13605.41,13596.03,22.5891651996036,0.998918918918919,1.29180883086779
653,STATE WINE & SPIRITS,20532,Bread & Butter Pnt Nr,8.72,12.99,750,5337,46538.64,4867,62560.33,26442.53,543.26,8014.98,16021.69,25.6099831954211,0.911935544313285,1.34426639884621
4425,MARTIGNETTI COMPANIES,14539,Dom de Dionysos La Deveze,10.06,14.99,750,4623,46507.38,4304,64516.96,31583.93,479.25,144929.24,18009.58,27.9144894613757,0.930997187973178,1.38724133675129
9165,ULTRA BEVERAGE COMPANY LLP,6881,Midnight Moon Cranberry,13.86,18.99,750,3355,46500.3,4311,52734.89,17164.22,3394.8,68054.7,6234.59,11.8225144681254,1.2849478390462,1.13407633929243
12546,JIM BEAM BRANDS COMPANY,4195,Calico Jack Spiced Rum No 94,8.65,10.99,750,5369,46441.85,5342,61012.58,50243.18,4212.42,123880.97,14570.73,23.8815175493316,0.994971130564351,1.3137413776583
6785,PALM BAY INTERNATIONAL INC,8386,Dry Sack Sherry,9.85,13.49,750,4705,46344.25,4686,63214.14,41778.53,3692.76,13605.41,16869.89,26.6868931539684,0.99596174282678,1.36401257976987
3252,E & J GALLO WINERY,34133,Turning Leaf RSV Cab Svgn,6.12,9.99,1500,7572,46340.64,9285,94104.15,49597.47,2076.87,61966.91,47763.51,50.7560081037871,1.22622820919176,2.03070458241405
4466,AMERICAN VINTAGE BEVERAGE,5215,TGI Fridays Long Island Iced,9.41,12.99,1750,4923,46325.43,4651,60416.49,41542.02,8548.96,793.91,14091.06,23.3232019933631,0.944749136705261,1.30417548201927
3664,WILLIAM GRANT & SONS INC,6950,Solerno Blood Orange Liqueur,23.52,31.99,750,1967,46263.84,1971,65968.29,55156.53,1554.65,30234.42,19704.45,29.869578247367,1.00203355363498,1.42591471006298
6785,PALM BAY INTERNATIONAL INC,26710,Feudi Di San Gregorio Fiano,9.26,13.99,750,4995,46253.7,4995,26032.05,4517.12,560.92,13605.41,-20221.65,-77.6798216045221,1,0.562810110326309
9552,M S WALKER INC,17707,Smoking Loon Steelbird Chard,4.62,6.79,750,10011,46250.82,10052,81768.28,34376.47,1122.52,55551.82,35517.46,43.436721427918,1.00409549495555,1.76793146586374
4425,MARTIGNETTI COMPANIES,20706,A Proper Claret,10.66,16.99,750,4333,46189.78,4427,45443.73,17739.02,494.55,144929.24,-746.049999999996,-1.641700626247,1.02169397645973,0.983848158618638
9165,ULTRA BEVERAGE COMPANY LLP,2116,Sapling Maple Bourbon,27.33,41.99,750,1689,46160.37,1466,61414.34,47789.59,1156.14,68054.7,15253.97,24.8377984685662,0.867969212551806,1.3304559733815
3924,HEAVEN HILL DISTILLERIES,5149,Hpnotiq Liqueur,23.19,34.99,1750,1987,46078.53,1970,63648.3,47635.31,3621.57,14069.87,17569.77,27.6044607632883,0.991444388525415,1.38130057534388
3960,DIAGEO NORTH AMERICA INC,2759,Johnnie Walker Red Label,10.14,13.99,375,4543,46066.02,4244,59373.56,50098.19,1660.46,257032.07,13307.54,22.4132425274819,0.934184459608188,1.28887974259552
2555,DISARONNO INTERNATIONAL LLC,1704,Amaretto DiSaronno Summer Pk,19.22,24.99,750,2395,46031.9,2314,52419.86,38483.1,1823.9,5861.03,6387.96,12.1861447169069,0.966179540709812,1.13877245996798
4425,MARTIGNETTI COMPANIES,10666,Clayhouse Adobe Cntrl Cst Wh,7.74,12.99,750,5947,46029.78,5636,31188.64,8111.33,632.24,144929.24,-14841.14,-47.5850822607206,0.947704725071465,0.67757525671424
17035,PERNOD RICARD USA,4989,Martell VS Cognac,16.66,24.99,750,2759,45964.94,2472,56753.28,37384.72,1948.79,123780.22,10788.34,19.0091920678417,0.895976803189561,1.23470801876387
1392,CONSTELLATION BRANDS INC,14818,Simi Pnt Nr Sonoma Cnty,10.73,19.99,750,4277,45892.21,4144,63531.36,28356.17,462.67,79528.99,17639.15,27.7644772597344,0.968903436988543,1.38436043938612
9165,ULTRA BEVERAGE COMPANY LLP,8097,Patron Citronge Orange,9.44,13.99,375,4859,45868.96,4842,62627.58,49613.76,1896.14,68054.7,16758.62,26.7591690434151,0.996501337723811,1.3653586216038
9165,ULTRA BEVERAGE COMPANY LLP,759,Bunnahabhain 12 Yr Single,37,49.99,750,1239,45843,1151,64902.49,55668.13,907.92,68054.7,19059.49,29.3663463451094,0.928974979822438,1.41575573151844
7153,PINE STATE TRADING CO,33143,Our Daily Red,6.2,9.99,750,7374,45718.8,7418,71259.82,38783.7,824.02,15884.82,25541.02,35.8421056915384,1.00596691076756,1.55865464535377
7239,REMY COINTREAU USA INC,8280,Piper Sonoma Brut,8.9,12.99,750,5134,45692.6,5117,72035.83,30252.57,570.93,16978.67,26343.23,36.5696209788934,0.996688741721854,1.57653164845073
9552,M S WALKER INC,35393,Tohu Svgn Bl Marlboro,8.6,12.99,750,5310,45666,5319,74360.81,33831.84,592.98,55551.82,28694.81,38.5886194623216,1.00169491525424,1.6283626768274
9552,M S WALKER INC,4582,Diplomatico Venezln Rsva Rum,29.19,39.99,750,1564,45653.16,1163,40693.37,25682.66,916.35,55551.82,-4959.78999999999,-12.1882016652835,0.743606138107417,0.891359327590905
