VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesToPurchaseRatio
653,STATE WINE & SPIRITS,2910,Full Throttle Vanila Whiskey,14.7,19.99,750,63,926.1,152,3038.48,1799.1,119.85,8014.98,2112.38,69.5209446828678,2.41269841269841,3.2809415829824
660,SAZERAC NORTH AMERICA INC.,111,Mr Boston Creme de Menthe Gr,4.7,6.49,1000,197,925.9,185,1200.65,986.48,194.25,17932.33,274.75,22.8834381376754,0.939086294416244,1.29673830867264
10754,PERFECTA WINES,24051,Genbei San Demonslayer Sake,3.89,5.99,180,238,925.82,229,1371.71,976.37,6.47,28720.52,445.89,32.5061419687835,0.96218487394958,1.48161629690437
653,STATE WINE & SPIRITS,20218,Chocolate Cuvee,7.84,12.99,750,118,925.12,105,1319.95,529.58,11.73,8014.98,394.83,29.9124966854805,0.889830508474576,1.42678787616742
9552,M S WALKER INC,10937,Grahams 30-Yr Tawny Port,61.64,89.99,750,15,924.6,15,1349.85,899.9,1.66,55551.82,425.25,31.5035003889321,1,1.45992861778066
10754,PERFECTA WINES,39473,Acorn Cve Alegria Russ Syrah,18.49,27.99,750,50,924.5,99,2780.01,2024.27,10.95,28720.52,1855.51,66.744723939842,1.98,3.00704164413196
17035,PERNOD RICARD USA,2216,Seagrams Extra Dry Gin,6.42,8.99,1000,144,924.48,144,1294.56,8.99,151.2,123780.22,370.08,28.587319243604,1,1.40031152647975
9744,FREDERICK WILDMAN & SONS,27132,Luigi Bosca Malbec 13,12.83,18.99,750,72,923.76,70,1329.3,132.93,7.87,3999.93,405.54,30.5077860528098,0.972222222222222,1.43901013250195
2876,CENTEUR IMPORTS LLC,22866,Vino Dious Cab Svgn Rose 13,8.78,12.99,750,105,921.9,69,896.31,610.53,7.65,31.5,-25.5899999999999,-2.85503899320547,0.657142857142857,0.972242108688578
10754,PERFECTA WINES,24586,Moshin Vyds Chard,19.2,28.99,750,48,921.6,7,202.93,144.95,0.77,28720.52,-718.67,-354.146750110876,0.145833333333333,0.220193142361111
3950,"HOOD RIVER DISTILLERS, Inc.",197,44* North Huckleberry Vodka,17.71,22.49,750,52,920.92,47,1057.03,337.35,37.01,117.52,136.11,12.8766449391219,0.903846153846154,1.14779785431959
1392,CONSTELLATION BRANDS INC,3230,Svedka Grapefruit Jalapeno,7.08,10.99,750,130,920.4,494,4688.06,2828.02,389.29,79528.99,3767.66,80.3671454716877,3.8,5.09350282485876
4425,MARTIGNETTI COMPANIES,19866,Clarendelle Brdx Blanc,11.48,16.99,750,80,918.4,196,3330.04,1427.16,21.84,144929.24,2411.64,72.4207517026823,2.45,3.62591463414634
17035,PERNOD RICARD USA,2660,Jameson Rarest Vintage Rsv,229,299.99,750,4,916,17,5099.83,5099.83,13.43,123780.22,4183.83,82.038616973507,4.25,5.5675
10754,PERFECTA WINES,22857,Freedom Hill Vyd Pnt Nr,19.07,28.99,375,48,915.36,2,57.98,57.98,0.12,28720.52,-857.38,-1478.7512935495,0.0416666666666667,0.063341199091068
9744,FREDERICK WILDMAN & SONS,18886,Marchesi di Barolo Barbaresc,30.51,46.99,750,30,915.3,21,986.79,563.88,2.33,3999.93,71.49,7.24470252029307,0.7,1.07810553916749
9552,M S WALKER INC,22347,Capezzana Barco Reale d Carm,10.88,15.99,750,84,913.92,40,481.6,346.71,4.43,55551.82,-432.32,-89.7674418604651,0.476190476190476,0.526960784313726
1392,CONSTELLATION BRANDS INC,21017,Estancia Monterey County GSM,9.52,13.99,750,96,913.92,98,2065.02,1533.27,10.81,79528.99,1151.1,55.7428015225034,1.02083333333333,2.25951943277311
4425,MARTIGNETTI COMPANIES,27694,Grieve Estate Merlot,50.65,76.99,750,18,911.7,1,76.99,76.99,0.11,144929.24,-834.71,-1084.17976360566,0.0555555555555556,0.0844466381485138
2000,SOUTHERN WINE & SPIRITS NE,15729,Copa di Vino Pnt Grigio,1.66,2.49,187,549,911.34,906,2255.94,1065.72,26.14,19016.59,1344.6,59.6026490066225,1.65027322404372,2.47540983606557
17035,PERNOD RICARD USA,586,Malibu Passion Fruit Rum,13.59,16.99,1000,67,910.53,62,1051.38,354.79,65.1,123780.22,140.85,13.3966786509159,0.925373134328358,1.15469012553128
2000,SOUTHERN WINE & SPIRITS NE,47049,Argiola Turriga 05 Isola Nur,30.34,43.99,750,30,910.2,30,794.7,529.8,3.32,19016.59,-115.5,-14.5337863344658,1,0.873104812129202
1587,VINEYARD BRANDS INC,21979,Massolino Dolcetto D'Alba,11.64,16.99,750,78,907.92,229,3890.71,2004.82,25.45,6070.09,2982.79,76.6644134361081,2.93589743589744,4.2853004670015
653,STATE WINE & SPIRITS,20715,Gonzalez Bypass Noe Sherry,30.26,45.99,375,30,907.8,28,1287.72,413.91,1.6,8014.98,379.92,29.5033081725841,0.933333333333333,1.41850627891606
1650,Circa Wines,26621,Ghostwriter Cab Svgn Bates,37.82,57.49,750,24,907.68,0,0,0,0,211.97,-907.68,-inf,0,0
4425,MARTIGNETTI COMPANIES,12076,Chapoutier Hrmtage La Sizera,53.33,94.99,750,17,906.61,30,2399.7,1119.86,3.34,144929.24,1493.09,62.2198608159353,1.76470588235294,2.64689337201222
90017,THE IMPORTED GRAPE LLC,20950,Bouza Merlot Tannat 12,12.58,18.49,750,72,905.76,46,850.54,166.41,5.16,80.03,-55.22,-6.492346038987,0.638888888888889,0.939034622858152
6213,MHW LTD,828,Bols Sloe Gin,7.74,9.99,1000,117,905.58,134,1338.66,899.1,140.7,9621.58,433.08,32.3517547398145,1.14529914529915,1.47823494335122
4425,MARTIGNETTI COMPANIES,18587,Eric Kent Chardonnay RRV,23.83,39.99,750,38,905.54,32,1253.68,943.76,3.53,144929.24,348.14,27.7694467487716,0.842105263157895,1.38445568390132
9815,WINE GROUP INC,15063,Almaden Moscato,12.07,17.99,5000,75,905.25,64,1151.36,395.78,48,27100.41,246.11,21.3755906058922,0.853333333333333,1.27186964926816
9165,ULTRA BEVERAGE COMPANY LLP,25526,Frescobaldi Massovivo Vermen,13.1,18.99,750,69,903.9,66,1253.34,436.77,7.39,68054.7,349.44,27.8807027622193,0.956521739130435,1.38659143710587
9552,M S WALKER INC,25327,Siduri Pnt Nr RRV,19.6,29.99,750,46,901.6,39,1104.61,549.8,4.33,55551.82,203.01,18.3784322068422,0.847826086956522,1.22516637089618
12546,JIM BEAM BRANDS COMPANY,5678,Skinnygirl Pina Colada,6.93,12.99,750,130,900.9,337,3306.63,1358.08,265.48,123880.97,2405.73,72.7547382077825,2.59230769230769,3.67036297036297
9552,M S WALKER INC,10359,Adelsheim Elizbth RSV Pnt Nr,29.03,44.99,750,31,899.93,55,2561.45,1451.69,6.1,55551.82,1661.52,64.866384274532,1.7741935483871,2.84627693265032
2000,SOUTHERN GLAZERS W&S OF NE,27611,Dominus Napanook 13,37.49,56.99,750,24,899.76,24,1367.76,227.96,2.69,19016.59,468,34.2165292156519,1,1.52013870365431
4425,MARTIGNETTI COMPANIES,25283,Ransom Selection Pnt Nr,16.66,24.99,750,54,899.64,260,6497.4,4723.11,28.73,144929.24,5597.76,86.1538461538462,4.81481481481482,7.22222222222222
3664,WILLIAM GRANT & SONS INC,2814,Hudson Bay Bourbon,31,39.99,375,29,899,68,3049.32,1744.61,26.64,30234.42,2150.32,70.5180171316884,2.3448275862069,3.3919021134594
2000,SOUTHERN WINE & SPIRITS NE,25072,Mastroberardino Radici Taura,37.41,54.99,750,24,897.84,17,934.83,604.89,1.88,19016.59,36.99,3.9568691633773,0.708333333333333,1.04119887730553
9552,M S WALKER INC,24540,Signo 11 Bobal de Manchuela,13.79,21.99,750,65,896.35,286,6019.14,3034.55,31.82,55551.82,5122.79,85.1083377359556,4.4,6.7151670664361
4692,KOBRAND CORPORATION,11385,Poggio Al Lupo Tenuta Pnt,29.86,45.99,750,30,895.8,14,643.86,321.93,1.56,9139.38,-251.94,-39.1296244525207,0.466666666666667,0.718754186202277
1650,Circa Wines,26627,Maz Caz Blanc,10.66,15.99,750,84,895.44,54,863.46,111.93,6.06,211.97,-31.98,-3.70370370370371,0.642857142857143,0.964285714285714
90011,FORTUNE WINE BROKERS LLC,44895,Rain Svgn Bl Marlboro,10.66,16.99,750,84,895.44,96,1607.04,150.91,10.81,238.61,711.6,44.2801672640382,1.14285714285714,1.79469311176628
90024,VINILANDIA USA,23929,La Mura Blanco,4.66,8.99,750,192,894.72,180,1258.2,90.87,20.25,2802.64,363.48,28.8888888888889,0.9375,1.40625
1392,CONSTELLATION BRANDS INC,16851,R M Woodbridge Sweet White,2.54,3.79,750,352,894.08,352,1334.08,238.77,39.53,79528.99,440,32.9815303430079,1,1.49212598425197
3960,DIAGEO NORTH AMERICA INC,2058,Booth's Cask Mellowed Gin,33.08,43.99,750,27,893.16,86,3783.14,2727.38,67.86,257032.07,2889.98,76.3910402469906,3.18518518518519,4.23568005732456
17035,PERNOD RICARD USA,22793,Kenwood Yulupa Pnt Nr,6.2,8.99,750,144,892.8,131,1177.69,134.85,14.73,123780.22,284.89,24.1905764674914,0.909722222222222,1.31909722222222
90024,VINILANDIA USA,23969,Bellafina Prosecco,5.51,7.99,750,162,892.62,283,1686.47,691.81,31.64,2802.64,793.85,47.0716941303433,1.74691358024691,1.88934821088481
90024,VINILANDIA USA,12374,Zanetti Prosecco Frizzante,6.66,14.99,750,134,892.44,347,3466.53,2047.95,38.47,2802.64,2574.09,74.2555235350624,2.58955223880597,3.88432835820896
9165,ULTRA BEVERAGE COMPANY LLP,36235,Luce Della Vite Toscana,40.53,59.99,750,22,891.66,22,2199.78,1199.88,2.45,68054.7,1308.12,59.4659465946595,1,2.46706143597335
3252,E & J GALLO WINERY,36538,Liberty Creek RSV Cab Svgn,5.15,7.99,1500,173,890.95,47,375.53,183.77,10.5,61966.91,-515.42,-137.251351423322,0.271676300578035,0.421493910993883
10754,PERFECTA WINES,21477,Ch Canon Saint Emilion,89.03,129.99,750,10,890.3,13,1689.87,909.93,1.45,28720.52,799.57,47.3154739713706,1.3,1.89809053128159
90047,CRUSH WINES,15790,Humberto Canale Malbec Est,7.74,11.99,750,115,890.1,97,1163.03,203.83,10.91,1457.73,272.93,23.4671504604353,0.843478260869565,1.30662846871138
8892,TRINCHERO FAMILY ESTATES,44709,Trinity Oaks Pnt Nr Cal,5.29,8.99,750,168,888.72,137,1094.63,119.85,15.4,11595.97,205.91,18.8109224121393,0.815476190476191,1.23169277162661
7153,PINE STATE TRADING CO,24410,Marques de Grinon 10 Caliza,12.32,17.99,750,72,887.04,31,557.69,431.76,3.43,15884.82,-329.35,-59.0561064390611,0.430555555555556,0.628708964646465
653,STATE WINE & SPIRITS,20492,Wild Oats Shiraz Cntrl Range,7.38,11.99,750,120,885.6,119,1426.81,683.43,13.25,8014.98,541.21,37.9314695018958,0.991666666666667,1.6111224028907
9552,M S WALKER INC,39098,Tohu Pnt Nr Marlboro,14.76,21.99,750,60,885.6,48,1135.52,1019.57,5.29,55551.82,249.92,22.0092997041003,0.8,1.28220415537489
7153,PINE STATE TRADING CO,22939,Lynch Bages 09 Pauillac,442.56,654.99,1500,2,885.12,4,2619.96,1964.97,0.89,15884.82,1734.84,66.2162781111162,2,2.96000542299349
3252,E & J GALLO WINERY,46374,Carlo Rossi RSV Wh Znfdl Cal,11.64,16.99,5000,76,884.64,76,1291.24,186.89,57,61966.91,406.6,31.489111241907,1,1.45962199312715
7153,PINE STATE TRADING CO,23024,Louis de Sacy Brut Gr Cru,35.33,52.99,750,25,883.25,15,794.85,794.85,1.65,15884.82,-88.4,-11.1215952695477,0.6,0.899915086328899
4950,LATITUDE BEVERAGE COMPANY,18614,Ninety+Cellars Lot 78 Cab Sv,9.2,13.99,750,96,883.2,96,1343.04,629.55,10.72,1610,459.84,34.2387419585418,1,1.52065217391304
4425,MARTIGNETTI COMPANIES,36907,Dom Tempier Bandol Rg,25.97,44.99,750,34,882.98,119,4758.81,1879.53,13.29,144929.24,3875.83,81.4453613403351,3.5,5.38948787061995
4425,MARTIGNETTI COMPANIES,25707,Schramsberg Brut Rose,23.22,35.99,750,38,882.36,41,1577.59,1153.7,4.53,144929.24,695.23,44.0691180851806,1.07894736842105,1.78792102996509
7239,REMY COINTREAU USA INC,1072,Bruichladdich Wee Laddie Box,44.11,59.99,200,20,882.2,20,1199.8,1199.8,4.2,16978.67,317.6,26.4710785130855,1,1.36000906823849
4425,MARTIGNETTI COMPANIES,27698,Double Eagle Red Wine,48.99,72.99,750,18,881.82,1,72.99,72.99,0.11,144929.24,-808.83,-1108.13810110974,0.0555555555555556,0.0827719942845479
4950,LATITUDE BEVERAGE COMPANY,26076,Earthshaker Svgn Bl/Semillon,6.12,8.99,750,144,881.28,14,129.86,30.97,1.57,1610,-751.42,-578.638533805637,0.0972222222222222,0.147353848946986
653,STATE WINE & SPIRITS,19936,Prendo Pnt Grigio,7.53,10.99,750,117,881.01,98,1113.02,167.85,11,8014.98,232.01,20.8450881385779,0.837606837606838,1.26334547848492
4425,MARTIGNETTI COMPANIES,27411,Talley Vyds Rincon Pnt Nr,36.66,54.99,750,24,879.84,3,164.97,164.97,0.33,144929.24,-714.87,-433.333333333333,0.125,0.1875
4425,MARTIGNETTI COMPANIES,26820,Teruzzi Vernaccia Terre Tufi,5.26,7.99,750,167,878.42,74,591.26,303.62,8.25,144929.24,-287.16,-48.5674660893685,0.44311377245509,0.673094874889005
10000,MAJESTIC FINE WINES,44730,Kendall Jackson Spcl Cab Svg,9.14,13.99,750,96,877.44,83,1161.17,181.87,9.32,17587.59,283.73,24.4348372761956,0.864583333333333,1.32336114150255
4692,KOBRAND CORPORATION,15951,Tenuta Sette Ponti Oreno,36.48,79.99,750,24,875.52,51,2753.49,971.82,5.71,9139.38,1877.97,68.2032620419904,2.125,3.1449766995614
9165,ULTRA BEVERAGE COMPANY LLP,18640,Fetzer Quartz White Blend,3.53,5.29,750,248,875.44,177,936.33,370.3,19.77,68054.7,60.8900000000001,6.50304913865839,0.713709677419355,1.06955359590606
2000,SOUTHERN WINE & SPIRITS NE,13145,F Coppola Directors Cab Svgn,14.56,21.99,750,60,873.6,46,902.54,461.77,5.12,19016.59,28.9399999999999,3.20650608283289,0.766666666666667,1.03312728937729
4692,KOBRAND CORPORATION,22067,Dom Zind Humbrecht Pnt Bl 12,14.56,21.99,750,60,873.6,44,967.56,725.67,4.86,9139.38,93.9599999999999,9.71102567282648,0.733333333333333,1.10755494505495
8892,TRINCHERO FAMILY ESTATES,17039,Sutter Home Pink Bubbly Mosc,7.28,10.99,750,120,873.6,53,582.47,197.82,5.92,11595.97,-291.13,-49.9819733205144,0.441666666666667,0.666746794871795
9552,M S WALKER INC,11163,B Side Cab Svgn,14.56,26.99,750,60,873.6,37,887.63,455.81,4.12,55551.82,14.03,1.58061354393159,0.616666666666667,1.01605998168498
7153,PINE STATE TRADING CO,45745,Fess Parker Frontier Red Cal,8.16,11.99,750,107,873.12,66,767.34,331.71,7.37,15884.82,-105.78,-13.785284228634,0.616822429906542,0.878848268279274
9552,M S WALKER INC,19887,Guasti Clemente Barolo Rsva,32.25,64.99,750,27,870.75,301,15046.99,6248.75,33.59,55551.82,14176.24,94.2131283399537,11.1481481481481,17.2804938271605
9815,WINE GROUP INC,46065,Corbett Canyon Pnt Nr,8.44,12.99,3000,103,869.32,88,1143.12,1052.19,39.6,27100.41,273.8,23.9519910420603,0.854368932038835,1.31495881838679
10754,PERFECTA WINES,36060,Vieux Ch Certan 10 Red Brdx,217.33,455.99,750,4,869.32,5,1629.95,977.97,0.56,28720.52,760.63,46.665848645664,1.25,1.87497124189021
10754,PERFECTA WINES,18660,Gaia Ritinitis Nobile Retsna,10.34,14.99,750,84,868.56,62,929.38,74.95,6.97,28720.52,60.8200000000001,6.54414771137748,0.738095238095238,1.07002394768352
4425,MARTIGNETTI COMPANIES,14100,Douglass Hill Chard,4.02,5.99,750,216,868.32,197,1180.03,113.81,22.15,144929.24,311.71,26.4154301161835,0.912037037037037,1.35898056016215
10754,PERFECTA WINES,36071,Ch La Mondot 10,289.18,598.99,750,3,867.54,3,1283.97,427.99,0.34,28720.52,416.43,32.4330007710461,1,1.48001244899371
9552,M S WALKER INC,19558,Verite La Joie Red Sonoma,289.11,424.99,750,3,867.33,6,2549.94,1274.97,0.67,55551.82,1682.61,65.9862585002,2,2.93998823977033
1392,CONSTELLATION BRANDS INC,6220,Casa Noble Sngl Barrel Anejo,96.29,129.99,750,9,866.61,9,1169.91,909.93,7.1,79528.99,303.3,25.92507115932,1,1.34998442205837
653,STATE WINE & SPIRITS,19946,Dolin Sweet White Vermouth,9.73,14.99,750,89,865.97,88,1308.12,815.45,9.77,8014.98,442.15,33.800415863988,0.98876404494382,1.51058350751181
9552,M S WALKER INC,25481,Angela Yamhill-Carlton Pnt N,24.02,36.99,750,36,864.72,29,1072.71,813.78,3.21,55551.82,207.99,19.3892105042369,0.805555555555556,1.24052872606162
3960,DIAGEO NORTH AMERICA INC,2903,White Horse Scotch,20.58,27.99,1750,42,864.36,46,1287.54,811.71,84.56,257032.07,423.18,32.867328393681,1.0952380952381,1.48958767180342
1587,VINEYARD BRANDS INC,21983,Massolino Barbera D'Alba,11.68,17.99,750,74,864.32,297,5343.03,3364.13,32.93,6070.09,4478.71,83.8234110607652,4.01351351351351,6.18177295446131
9744,FREDERICK WILDMAN & SONS,27133,Fattoire Dei Barbi 08 T Monl,47.99,71.99,750,18,863.82,5,359.95,287.96,0.55,3999.93,-503.87,-139.983331018197,0.277777777777778,0.416695607881272
4425,MARTIGNETTI COMPANIES,18756,Yellow Tail Pink Moscato,5.36,7.99,750,161,862.96,155,1238.45,830.96,17.17,144929.24,375.49,30.319350801405,0.962732919254658,1.43511866135163
3252,E & J GALLO WINERY,18852,Mirassou Sunset Red,5.29,8.99,750,163,862.27,167,1334.33,495.38,18.7,61966.91,472.06,35.3780549039593,1.02453987730061,1.54746193187749
4425,MARTIGNETTI COMPANIES,21733,Dom Fond Croze CdR Serra Grd,8.78,12.99,750,98,860.44,163,2117.37,623.52,18.24,144929.24,1256.93,59.3627944100464,1.66326530612245,2.46079912602854
90047,CRUSH WINES,24218,Aizpurua B,11.91,17.99,750,72,857.52,30,536.7,231.87,3.34,1457.73,-320.82,-59.7764114030185,0.416666666666667,0.625874615169325
480,BACARDI USA INC,3778,Grey Goose Le Citron Vodka,34.3,46.99,1750,25,857.5,209,9820.91,7377.43,384.23,89286.27,8963.41,91.2686298927493,8.36,11.4529562682216
9165,ULTRA BEVERAGE COMPANY LLP,20985,Tarantas Tempranillo,7.79,11.99,750,110,856.9,91,1091.09,587.51,10.1,68054.7,234.19,21.4638572436737,0.827272727272727,1.27329910141207
1601,VRANKEN AMERICA,22819,Rozes Infanta Isabel 10 Yr,15.86,24.99,750,54,856.44,135,3325.65,2906.82,14.89,1048.97,2469.21,74.2474403500068,2.5,3.88310914950259
1703,ALISA CARR BEVERAGES,90012,Ch Malartic Lagravier 12 RG,34.24,49.99,750,25,856,125,6248.75,3349.33,13.91,172,5392.75,86.3012602520504,5,7.29994158878505
9744,FREDERICK WILDMAN & SONS,18239,Pol Roger Rose 02 Brut,50.32,77.99,750,17,855.44,12,935.88,389.95,1.34,3999.93,80.4399999999999,8.59511903235457,0.705882352941177,1.09403347984663
90011,FORTUNE WINE BROKERS LLC,16389,R. Merlo Pnt Nr,12.58,19.99,750,68,855.44,28,574.72,194.91,3.13,238.61,-280.72,-48.8446547884187,0.411764705882353,0.671841391564575
9552,M S WALKER INC,24276,Paul Buisse Svgn Bl Touraine,8.05,11.99,750,106,853.3,84,1007.16,263.78,9.4,55551.82,153.86,15.2766194050598,0.792452830188679,1.18031173092699
3252,E & J GALLO WINERY,43542,Carlo Rossi RSV Cab Svgn Cal,10.66,15.99,4000,80,852.8,67,1071.33,463.71,40.2,61966.91,218.53,20.3980099502488,0.8375,1.25625
3960,DIAGEO NORTH AMERICA INC,3198,Smirnoff Peach Vodka,10.23,12.99,750,83,849.09,34,441.66,311.76,26.8,257032.07,-407.43,-92.2496943350088,0.409638554216867,0.520156873829629
480,BACARDI USA INC,4214,Bacardi O Orange Rum,7.57,11.99,750,112,847.84,116,1552.84,751.45,91.37,89286.27,705,45.4006851961567,1.03571428571429,1.83152481600302
9165,ULTRA BEVERAGE COMPANY LLP,856,Chinaco Blanco Tequila,21.73,29.99,750,39,847.47,191,5728.09,3718.76,150.57,68054.7,4880.62,85.2050159826399,4.8974358974359,6.75904751790624
653,STATE WINE & SPIRITS,9140,Caffo Vecchio Amaro del Capo,16.29,21.99,750,52,847.08,219,4815.81,3562.38,172.67,8014.98,3968.73,82.4104356276514,4.21153846153846,5.68518912027199
1650,Circa Wines,22209,The Insider Cab Svgn,11.76,17.99,750,72,846.72,53,953.47,251.86,5.95,211.97,106.75,11.1959474341091,0.736111111111111,1.12607473544974
90024,VINILANDIA USA,23932,Morel Cru Bjls Brouilly,11.76,17.99,750,72,846.72,22,384.78,349.8,2.42,2802.64,-461.94,-120.053017308592,0.305555555555556,0.454435941043084
9552,M S WALKER INC,19572,Anakota Cab Svgn Helena Dako,44.51,64.99,750,19,845.69,17,1359.83,1199.85,1.87,55551.82,514.14,37.8091379069442,0.894736842105263,1.60795326892833
7153,PINE STATE TRADING CO,23944,Ch du Courlat 10,17.23,24.99,750,49,844.27,230,5747.7,3223.71,25.53,15884.82,4903.43,85.3111679454391,4.69387755102041,6.80789320951828
10754,PERFECTA WINES,45912,L'Ecole No 41 Chenin Bl OV,11.72,16.99,750,72,843.84,61,1122.39,896.51,6.72,28720.52,278.55,24.8175767781253,0.847222222222222,1.33009812286689
2242,DELICATO VINEYARDS INC,14962,Stone Barn Chard,3.19,4.79,750,264,842.16,250,1197.5,129.33,28.07,7982.65,355.34,29.6734864300626,0.946969696969697,1.42193882397644
653,STATE WINE & SPIRITS,19088,Lagar de Bezana Aluvion Red,17.53,28.99,750,48,841.44,12,343.88,111.96,1.35,8014.98,-497.56,-144.690008142375,0.25,0.408680357482411
9165,ULTRA BEVERAGE COMPANY LLP,38649,Villa Rosa Barolo Piedmonte,17.53,26.99,750,48,841.44,51,1376.49,647.76,5.69,68054.7,535.05,38.8706056709457,1.0625,1.63587421563035
8004,SAZERAC CO INC,3752,Margaritaville Coconut,11.06,14.49,750,76,840.56,69,999.81,666.54,54.37,50293.62,159.25,15.9280263250018,0.907894736842105,1.18945702864757
4425,MARTIGNETTI COMPANIES,22703,Carne Humana Red,23.33,34.99,750,36,839.88,19,664.81,244.93,2.12,144929.24,-175.07,-26.3338397436861,0.527777777777778,0.791553555269801
2000,SOUTHERN WINE & SPIRITS NE,19971,Ch Le Bon Pasteur 10 Brdx,83.89,124.99,750,10,838.9,13,1624.87,1124.91,1.44,19016.59,785.97,48.3712543157299,1.3,1.93690547145071
10754,PERFECTA WINES,23965,Dom le Clos des Lumieres CdR,9.86,16.99,750,85,838.1,105,1777.95,1389.18,11.59,28720.52,939.85,52.8614415478501,1.23529411764706,2.12140556019568
4692,KOBRAND CORPORATION,25062,Jadot Nuit St George 13,34.92,52.99,750,24,838.08,12,603.88,301.94,1.35,9139.38,-234.2,-38.7825395773995,0.5,0.720551737304315
653,STATE WINE & SPIRITS,20555,Red Newt Clrs Rsl Finger Lak,8.21,12.99,750,102,837.42,92,1232.08,510.63,10.28,8014.98,394.66,32.0320109083826,0.901960784313726,1.47128083876669
653,STATE WINE & SPIRITS,21992,Art of Eart Montepulciano d',5.26,11.99,750,159,836.34,311,2160.89,973.7,34.71,8014.98,1324.55,61.2965028298525,1.9559748427673,2.58374584499127
10754,PERFECTA WINES,23746,Ch Brannon 12 Pessac-Leognan,59.6,89.99,750,14,834.4,19,1709.81,449.95,2.13,28720.52,875.41,51.1992560576906,1.35714285714286,2.04914908916587
9165,ULTRA BEVERAGE COMPANY LLP,10623,Querceto La Corte Toscana,31.97,46.99,750,26,831.22,62,2988.38,1868.61,6.87,68054.7,2157.16,72.1849296274235,2.38461538461538,3.59517335964005
9625,WESTERN SPIRITS BEVERAGE CO,3740,Kru Peach Mango Vodka,5.26,6.99,750,158,831.08,344,4296.56,2198.24,271.07,1933.19,3465.48,80.6570838065802,2.17721518987342,5.16985127785532
1128,BROWN-FORMAN CORP,7780,Herradura Reposado Lot 598,34.58,45.99,750,24,829.92,55,2529.45,689.85,43.3,68601.68,1699.53,67.1897052718971,2.29166666666667,3.04782388663968
1590,DIAGEO CHATEAU ESTATE WINES,18779,Girl Go Lightly Chardonnay,2.03,2.99,750,408,828.24,407,1216.93,146.51,45.76,7259.75,388.69,31.9402102010798,0.997549019607843,1.46929633922535
6213,MHW LTD,8008,Bols Peppermint Schnapps,7.14,9.99,1000,116,828.24,132,1318.68,989.01,138.6,9621.58,490.44,37.1917371917372,1.13793103448276,1.59214720370907
9165,ULTRA BEVERAGE COMPANY LLP,38314,Momokawa Silver Sake,9.86,14.99,750,84,828.24,96,899.04,122.84,10.77,68054.7,70.8,7.87506673785371,1.14285714285714,1.08548246884961
9165,ULTRA BEVERAGE COMPANY LLP,20416,Januik Cab Svgn Columbia Vly,17.23,24.99,750,48,827.04,44,1099.56,599.76,4.88,68054.7,272.52,24.7844592382408,0.916666666666667,1.32951247823564
9165,ULTRA BEVERAGE COMPANY LLP,25741,Cesari Recioto Valpolicella,25.8,39.99,500,32,825.6,32,1279.68,239.94,2.41,68054.7,454.08,35.4838709677419,1,1.55
11567,CAMPARI AMERICA,8010,Wild Turkey Forgiven,39.28,54.99,750,21,824.88,94,5169.06,4069.26,74.12,20964.81,4344.18,84.0419728151734,4.47619047619048,6.26643875472796
1601,VRANKEN AMERICA,21614,Billette Bousquet Prov Rose,8.16,11.99,750,101,824.16,89,1067.11,311.74,9.94,1048.97,242.95,22.767099924094,0.881188118811881,1.2947849932052
653,STATE WINE & SPIRITS,16583,Pali Huntington Pnt Nr,13.51,22.99,750,61,824.11,89,1779.11,1199.4,9.86,8014.98,955,53.6785246555862,1.45901639344262,2.15882588489401
9165,ULTRA BEVERAGE COMPANY LLP,21171,Ornellaia Bolgheri 13,274.5,419.99,1500,3,823.5,0,0,0,0,68054.7,-823.5,-inf,0,0
10754,PERFECTA WINES,13796,Peter Paul Pnt Nr Mill Sta,22.87,34.99,750,36,823.32,15,524.85,104.97,1.68,28720.52,-298.47,-56.867676478994,0.416666666666667,0.637479959189623
9552,M S WALKER INC,26051,Ch des Labourons Fleurie Rou,9.8,14.99,750,84,823.2,71,1064.29,794.47,7.85,55551.82,241.09,22.6526604590854,0.845238095238095,1.29286929057337
9622,WEIN BAUER INC,47075,Turn Me Red,6.23,9.29,750,132,822.36,80,713.1,543.81,8.85,222.23,-109.26,-15.3218342448465,0.606060606060606,0.86713847949803
8673,STE MICHELLE WINE ESTATES,14121,Antica Chard Napa Valley,21.08,30.99,750,39,822.12,38,1193.62,875.72,4.21,15919.7,371.5,31.1238082471808,0.974358974358974,1.45188050406267
7749,R.P.IMPORTS INC,19630,Ch Bernadotte 10 Haut Medoc,23.48,34.99,750,35,821.8,32,1119.68,454.87,3.57,91.5,297.88,26.6040297227779,0.914285714285714,1.36247262107569
4425,MARTIGNETTI COMPANIES,24285,Dom Clavel Languedoc,9.03,13.99,750,91,821.73,285,3987.15,2266.38,31.66,144929.24,3165.42,79.3905421165494,3.13186813186813,4.85214121426746
4692,KOBRAND CORPORATION,11263,Sequoia Grove Chard,13.69,19.99,750,60,821.4,34,723.66,505.76,3.75,9139.38,-97.74,-13.5063427576486,0.566666666666667,0.881008035062089
